1,100090083893296,16
2,100090265785270,16
3,donnauli.donnauli,16
4,100069721502141,0
5,100078540712802,64
6,100075947730198,64
7,donita.ita.161,0
8,diamond.sitorus.7,64
9,rezah1997,52
10,dewi.nova.1441,160
11,defryindry.indry,160
12,dedi.doank.5243,144.5
13,bilqissila.bilqis.5,72
14,ayu.azari.961,160
15,al.r.pratama.750,128
16,yusdiana.manurung,160
17,100085334845884,64
18,zul.marpaung.77,80
19,100087409873573,32
20,sukimin.min.14019,16
21,100032030301691,160
22,100071735144971,92.84123794212219
23,sartine.enggel,146
24,100077764404055,144
25,safrijal.safrijal.71216,128
26,darwis.siahaan.524,32
27,evasusantihutapea.eva,152
28,100090154244067,32
29,darma.w.siregarr,160
30,dina.e.moet.1,148
31,darwinsitorus.bangtorus,82
32,100073290743866,32
33,sriono.ono.754,148
34,kakekazka.kakekazka,48
35,barlang.caffe,16
36,100079686950964,96
37,100053550765567,64
38,100070321208826,80
39,sanimen.sanimen.33,124
40,alinpane.alinpane,144
41,evahutapeya.eva,80
42,100045391128751,144
43,safrijal.rijal.3110,56
44,bang.napitupulu.10,96
45,100070367738996,144
46,100073953099870,96
47,jtk.jtk.7161,64
48,100070021790218,112
49,suefsuef.suefsuef,160
50,sriono.sriono.505523,112
51,sautsiahaan.sautsiahaan.96,132
52,siraja.parna.18,145
53,andro.a.syah.7,64
54,julhen.tan,16
55,100048960557089,160
56,ali.yono.1044186,96
57,100057299797461,48
58,jabrit.gobel,92.84123794212219
59,mozezprienbaster.mozezprienbaster,92.84123794212219
60,100069386964226,80
61,edseptian,160
62,100078196651009,16
63,100061686106392,112
64,100076227713024,32
65,kanou.puetrakaleem,49
66,ucpenakluk.ucpenakluk,160
67,suprianto.pane.3,128
68,100075991920504,16
69,100061995351508,0
70,irfann.mansurr,128
71,100070114785141,48
72,100090265117394,32
73,100073169845123,148
74,hendra.dedek.589,32
75,galumang.galumang,16
76,ferdi.zen.3,72
77,syamsidar.dedek.1,160
78,100007415798224,144
79,supri.sppinang,92.84123794212219
80,sarma.hasibuan.90,160
81,100072227381034,24
82,samsona.samsona.58,160
83,sahrial.sirait.94,152
84,100077094481200,24
85,100089517595679,32
86,tiara.afriza.716,148
87,100073312233911,16
88,100073372478412,16
89,100078011950694,32
90,100086645817243,32
91,100060689464268,20
92,yoko.youngkir,92.84123794212219
93,sundari.akilahsifanah,144
94,lika.yusnanda,112
95,bambang.putri.798,36
96,cuki.ahha,144.5
97,erdicandra.erdicandra,92.84123794212219
98,100076468218017,0
99,100006151848674,106
100,darmadi.chanigho,48
101,dandin.dandin.31924,4
102,bnn.benn.940,98
103,bembeng.ayamikha,160
104,arifin.y.gultom,48
105,apuokregar.apuokregar,160
106,100027229384880,16
107,100047019187609,120
108,alim.abr.5,124
109,juwitajuwita.juwitajuwita.524,64
110,100055530064155,48
111,iwandri.iwandri.7509,112
112,100070726473115,16
113,gozali.draghsters,92.84123794212219
114,gerindra.kabun,0
115,100073126729846,0
116,winson.gultom.90,92.84123794212219
117,100083209870319,16
118,uwo.eko.5,96
119,100089142940561,0
120,sunarji.sunarji.169405,48
121,sitijoni.rianto.7,160
122,100073080967643,112
123,100075583531040,20
124,100058255179682,112
125,bedolnhany.bedol,0
126,100076277472184,48
127,edy.gusniawan.1,88
128,papi.alfha,132
129,anksiguda.sembiring,160
130,risya.harahap,92.84123794212219
131,100030948439158,160
132,100059259618034,112
133,yudikurniawan.kurniawan.3348,64
134,yudy.setiawan.773,96
135,vikri.nex,80
136,suriany.yani.3,160
137,sahfrijal.damanik,96
138,mege.gi.9,160
139,100087843673039,96
140,radira.radira.3,92.84123794212219
141,100035091545794,97
142,100084706526080,16
143,uwo.azwar,16
144,100082307914559,128
145,100078345064202,0
146,endri.zal.75,128
147,dian.brandals.35,132
148,hofson.sianipar.1,114
149,jepry.pane.1,144
150,dicky.suhendro.9,160
151,ferypadly.pane,128
152,fortuner.fortun.12,80.25
153,yogi.andrean.9480,144
154,hasril.hasril.777,96
155,100030651203875,129.5
156,fery.marcel.7,104
157,100034821754516,64
158,hotmarisi.hutabarat.3,81
159,jefri.s.darma.3,48
160,100053584963235,96
161,100070229514247,48
162,100077170983219,96
163,bangg.kanouelietzh,104
164,eni.darmayani.98,84
165,bambang.agusworo,146
166,syamsul.hasibuan.35,148
167,100085378195670,56
168,sucie.wahyudipribadi,113
169,sivajuwit.sivajuwita,64
170,100085152333018,0
171,100089488513544,48
172,azwar.kabun,92.84123794212219
173,mbak.sri.5243817,92.84123794212219
174,100015426643029,66.0
175,100058046343572,16
176,ffizon.ffizon,152
177,amriadi.panjaitan,64
178,warensius.sinaga.9,92.84123794212219
179,ernafitriawati.erna,32
180,mjsitorus.pane,16
181,susi.frengky.7,144.5
182,safarudin.chaniago.9,113
183,100077634235812,144
184,100089661227429,112
185,ferdina.zen,144
186,100075341432508,52
187,evan.adventry,92.84123794212219
188,100088511294114,128
189,combet.cur.7,0
190,100034678343486,148
191,100089458483477,80
192,rina.starla.5,92.84123794212219
193,100085941581247,128
194,danny.bekend.7,144
195,libra.simarmata.7,112
196,100078078352972,128
197,100073635041649,128
198,ulfadianty.pasaribu,92.84123794212219
199,tahandar.pardede,92.84123794212219
200,100079317817530,160
201,rio.naldy.96,160
202,100076559285014,92.84123794212219
203,oktavia.adelina.56,112
204,irma.damayanti.1023,92.84123794212219
205,marhite.naibaho,136
206,100084152666944,160
207,randi.n.putra.3,96
208,berkelana.dua.90260,160
209,agusciesulung.sulung,131
210,amri.praza,1
211,damri.purba.12,48
212,100073313500186,16
213,100081077017277,80
214,hendis.nil,160
215,irpan.mansur.315,96
216,100029788273805,96
217,100041981416762,160
218,fernandus.siagian.5,152
219,sahat.pakpahan.376,32
220,nelson.nababan.965,120
221,msabdan.ilham,92.84123794212219
222,100072570167102,92.84123794212219
223,100070987152153,92.84123794212219
224,andiko.marbun.98,64.5
225,sahat.hasibuan.10,160
226,100075774222735,112
227,kalvin.butarbutar.5,36
228,100095036076915,92.84123794212219
229,100084526697627,92.84123794212219
230,elvanovita.sari.37,92.84123794212219
231,amrie.ritonga,144
232,100076717265275,92.84123794212219
233,100067755333373,0
234,100075704321863,128
235,faisalbahri.bahri.12,160
236,100078419051487,96
237,100074135535742,120
238,100076455134182,16
239,isma.hutapea.39,160
240,100075209473510,36
241,100080475229943,32
242,100089661518122,92.84123794212219
243,desma.omom,104
244,suefsuef.suefsuef.5,96
245,100082421832703,48
246,100074020743424,160
247,asna.rudika,92.84123794212219
248,sanciie.cucurut,4
249,100039695592012,138
250,100044104042926,130
251,efnha.chubychuby,92.84123794212219
252,100090603672325,92.84123794212219
253,iboy.munthe,92.84123794212219
254,bram.kisaran,92.84123794212219
255,100004844985834,82
256,amri.wey.1,115
257,zayy.zee.5,80
258,100063942596243,16
259,gio.miratana.9,64
260,sulinem.ulin,92.84123794212219
261,dea.aryani.904,80
262,100016167096595,144
263,lufi.natasya,92.84123794212219
264,100092478135976,92.84123794212219
265,100027879224586,148
266,100034232165939,112
267,100034744269473,92.84123794212219
268,100069198804539,16
269,100039913328931,32
270,100068333153105,128
271,fauzia.maharani.92,48
272,siti.jonirianto,144
273,100036783193836,92.84123794212219
274,bang.muda.35380,92.84123794212219
275,jihan.abenk.1,160
276,100056063917855,92.84123794212219
277,edyputra.edyputra.547,0
278,100063556446250,16
279,yusmiani.yusmiani.35,112
280,sinaga.sahat.37,49.0
281,awalluddin.sitoruspane,118
282,100013860968321,104
283,100025097896139,92.84123794212219
284,long.katua,32
285,neneng.lestari.35380,92.84123794212219
286,gio.miratana,160
287,dian.siahaan.5661,128
288,alwi.andika.397,160
289,darma.bakti.3576,96
290,100080749223441,92.84123794212219
291,100083049185990,112
292,100088371203199,92.84123794212219
293,100011607631149,92.84123794212219
294,100077693961480,136
295,100070056503857,92.84123794212219
296,100088068566698,160
297,popo.s.centre,92.84123794212219
298,100035284971900,96
299,jamalsaragih.jamalsaragih,92.84123794212219
300,hasan.siregar.1829,16
301,nuramira.nuramira.50552,128
302,100091809002771,92.84123794212219
303,bertus.pardosi,64
304,100084222944881,92.84123794212219
305,andeska.andeska.921,49
306,iwan.dri.568,160
307,100093068935088,92.84123794212219
308,masjid.muawwanah,160
309,100086021093712,92.84123794212219
310,100023797042466,92.84123794212219
311,hendrasaor.tobing,160
312,parna.cuy,145
313,iwangbl.gbl,16
314,perdi.sianturi.14,92.84123794212219
315,100075618758767,80
316,100078455986685,32
317,darwin.sitorus.395,96
318,dian.wardahna,160
319,100073325965054,160
320,wildaniSrg,92.84123794212219
321,dedisdedis.dedis,160
322,100070665161956,32
323,100073414450043,4
324,100030423527943,92.84123794212219
325,dini.silaen.18,66
326,boos.grub,160
327,100004875709401,92.84123794212219
328,ulfa.erikson,148
329,100076931183266,128
330,ita.purnamasaritanjung.1,104
331,gey.jin.58,16
332,sampang.marbun.92,36
333,100053000375386,160
334,wio.tremonti,160
335,100081052357474,92.84123794212219
336,100006857892194,160
337,muhammad.c.harahap.7,96
338,dedisaputra.pasaribu.37,80
339,rido.patdila.1,32
340,jasa.ribah,92.84123794212219
341,100060823224729,92.84123794212219
342,nurdianymarbun.any,92.84123794212219
343,mamath.intan.737,92.84123794212219
344,dody.nugraha.944,92.84123794212219
345,sutrisrahayu.sutrisrahayu,92.84123794212219
346,100085902557148,92.84123794212219
347,100075223763679,92.84123794212219
348,cakmin.harahap.1,32
349,100053808953139,128
350,100081896298341,144
351,rredwin1,96
352,100075076158867,108
353,100038855595515,144
354,labura.k.hebat,80
355,hendrik.ledise,92.84123794212219
356,100070294423888,92.84123794212219
357,sampang.marbun.3,16
358,100078378499355,92.84123794212219
359,100053649755153,92.84123794212219
360,ag.saputra.jr50,92.84123794212219
361,100090480843070,92.84123794212219
362,100084870042708,92.84123794212219
363,100080842762762,92.84123794212219
364,dedi.wibowo.9279,92.84123794212219
365,monicaharra.monicaharra,92.84123794212219
366,venayuniken.venayuniken,92.84123794212219
367,100080923845866,92.84123794212219
368,nurvha.nurvha,92.84123794212219
369,100081801439304,92.84123794212219
370,100084784338658,92.84123794212219
371,maisarah.panjaitan.3,92.84123794212219
372,100090943041431,92.84123794212219
373,100067567189373,92.84123794212219
374,100083795862286,92.84123794212219
375,100087608401317,92.84123794212219
376,100075100004031,92.84123794212219
